,Title,Author,ISBN Valid,Publisher,Subjects,i,description,categories,average_rating,ratings_count,page_count,language
324,"Métamorphose, éveille ta conscience : 33 rencontres essentielles pour être soi /","Ghesquière, Anne",9782416002052; 2416002058,Editions Eyrolles,Réalisation de soi; Entretiens,324,"""Le livre qui nous fait revivre la magie du podcast Métamorphose ! Déjà 10 millions d'écoutes Chaque lundi depuis le 7 janvier 2019, Anne Ghesquière propose un podcast sur sa chaîne "" Métamorphose "", l'occasion de rencontrer de nombreuses personnalités inspirantes. Chaque épisode du podcast est nourri par une vision holistique de l'harmonie du cœur, du corps et de l'esprit. On y retrouve des personnalités comme Laurent Gounelle, Franck Lopvet, Camille Sfez, Maud Ankaoua, Christophe André, Natacha Calestremé, et bien d'autres. Grand public, accessible et positif, ce "" Feel Good podcast "" est enregistré sur un ton intimiste et propice à l'intégration de nouvelles connaissances. Dans ce premier livre issu du podcast, vous revivrez ces rencontres grâce à des extraits, des illustrations, et vous aurez des clés pour à votre tour éveiller votre conscience, vous faire du bien.""--Decitre.",Online social networks,,,177.0,fr
325,La cuisine populaire japonaise avec Genki /,"Kikuchi-Bouquillon, Hiroko",9782412086926; 2412086923,First Editions,Cuisine japonaise,325,,,,,0.0,fr
326,2041 : l'odyssée de la médecine : comment l'intelligence artificielle bouleverse la médecine /,"Bibault, Jean-Emmanuel 1982-....",9782382844212; 2382844213,Equateurs,Artificial Intelligence; Medicine--trends; Popular Work,326,"""Nous sommes en passe d'inventer les machines qui nous soigneront mieux que nous sommes capables de nous soigner nous-mêmes. L'intelligence artificielle se dressera bientôt contre la maladie, avec une implacable efficacité."" Médecin-chercheur en cancérologie à Paris, après avoir travaillé à Stanford dans la Silicon Valley, Jean-Emmanuel Bibault est aussi un geek de la première heure. Adolescent dans les années 1990, il programme des jeux et crée un site-hommage à son réalisateur préféré, Stanley Kubrick. Devenu chef de clinique, sa thèse sur le Machine Learning appliquée à la cancérologie est distinguée par l'Académie nationale de médecine. Dans ce premier livre à destination du grand public, il montre comment les techniques d'intelligence artificielle bouleversent la pratique de la médecine. De l'épidémiologie au traitement, en passant par chaque étape du parcours de soins, et dans toutes les spécialités. Alors que la médecine s'apprête à vivre des changements radicaux, Jean-Emmanuel Bibault questionne les enjeux de cette révolution et nous plonge dans la peau du patient du futur. Une odyssée captivante à l'horizon 2040. [4e de couv.]",,,,0.0,fr
327,La vérité sur le sucre /,"Marette, André",9782853276672; 2853276678,Ed Médicis,Sucre; Sucre--Alimentation; Diabètes,327,,,,,158.0,fr
328,Une révolution intérieure : renforcer l'estime de soi /,"Steinem, Gloria",9.79103E+12,HarperCollins,Estime de soi; Affirmation de soi; Confiance en soi; Guides pratiques,328,,,,,,
329,"52 éclats de sagesse : famille, amour, travail, santé, changements de cap, sens de la vie, angoisses face à l'avenir, maladie, deuil, mort, etc. : toutes vos questions existentielles dans un livre plein de réconfort, de références et de conseils /","Poletti, Rosette",9782828921392; 2828921395,Editions Favre,Sagesse; Souffrance; Réalisation de soi,329,,,,,0.0,fr
330,Le grand livre de Rudolf Steiner /,"Steiner, Rudolf, 1861-1925",9788828517511; 8828517514,Macro Editions,"Steiner, Rudolf--Critique et interprétation; Anthroposophie",330,,,,,0.0,fr
331,Les gens de Bilbao naissent où ils veulent : roman /,"Larrea, Maria 1979-",9782246831969; 2246831962,Bernard Grasset,Roman français,331,"Tout commence en Espagne. En juin 1943, une prostituée obèse de Bilbao donne vie à un garçon qu'elle confie aux jésuites. Plus tard, en Galice, une femme accouche d'une fille qu'elle abandonne aux soeurs d'un couvent. Les deux orphelins connaissent la misère et Franco mais se rencontrent, se marient, partent à Paris. La Galicienne devient femme de ménage, le Basque gardien du théâtre de la Michodière.Ils auront un enfant, Maria. C'est notre narratrice. A vingt-sept ans, celle-ci croyait s'être arrachée à ses origines : la loge de ses parents, la violence de Julian et les silences de Victoria. Mais un tirage de tarot va renverser son existence et l'obliger à replonger dans le passé des siens. Pour comprendre de qui elle est la fille, elle devra enquêter et revenir là où tout a débuté, à Bilbao, où naissent les secrets.Etourdissant de style, d'énergie et de vie, ce premier roman mené tambour battant nous embarque instantanément. Avec maestria, Maria Larrea y recompose pièce à pièce le visage de sa famille et le puzzle de sa mémoire. On court et rit et pleure ensemble. Une écrivaine est née. [4e de couv.]",,,,0.0,fr
332,Du burn-out au born-out : les 7 étapes vers la renaissance /,"Le Fur, Astrid 19..-....",9782311626223; 2311626221,Vuibert,Travail--Résilience; Épuisement professionnel.,332,"Vous êtes concerné par le burn-out et recherchez des solutions pour rebondir ? Ou l'un de vos proches est concerné et vous souhaitez l'aider ? Au final vous voulez mieux comprendre ce syndrome complexe et savoir comment en remonter la pente abrupte ? Structuré et structurant, ce livre vous y accompagne, pas à pas, au travers de 7 étapes. Manuel précis et accessible il vous permettra de comprendre chacun des engrenages du burn-out. Tel un programme d'accompagnement, l'auteure a parsemé le texte d'exercices de coaching et d'introspection. Astrid Le Fur vous invite à embrasser l'idée que le burn-out peut être une opportunité pour vous créer une vie plus épanouissante et vous en montre le chemin.",,,,0.0,fr
333,Comment rester vivant au travail ? : guide pour sortir du burn-out /,"Vasey, Catherine",9782100797288; 210079728X,Dunod,Épuisement professionnel; Stress lié au travail--Prévention,333,"Ce livre est destiné à toutes les personnes victimes de burn out qui ont besoin de comprendre ce qui leur arrive et qui cherchent une méthode pour s'en sortir. Le lecteur est accompagné pas à pas dans les mesures d'urgence à prendre, dans les éléments à lister pour faire le bilan de sa situation, dans les cinq piliers du processus de guérison à mettre en place pour une guérison durable et une meilleure qualité de vie. Plein de témoignages clairs, chaleureux, bien construit, ce livre est une véritable boîte à outils pour guérir le burn out. [payot.ch]",,,,219.0,fr
334,Histoire du végétarisme /,"Chansigaud, Valérie",9782283033050; 2283033055,Buchet/Chastel,Végétarisme--Histoire,334,,,,,0.0,fr
335,"Epuisement professionnel et burnout : concepts, modèles, interventions /","Truchot, Didier",2100070800; 9782100070800,Dunod,"dépression d'épuisement; Burnout, Professional--etiology; Burnout, Professional--prevention & control; Interpersonal Relations; Santé et travail",335,"L’épuisement professionnel ou burn out désigne toutes les formes de dégradation psychologiques et physiques liées aux interactions homme / travail. Thème incontournable dans l’approche des professions à risque : santé, social, enseignement, il fait ici l’objet d’une synthèse qui décrit tous les aspects du phénomène.",,,,265.0,fr
336,"Le bonheur est dans l'assiette : aliments, recettes et connaissances pour manger bon, sain et en conscience /","Burguière, Fabienne",9782828919580; 2828919587,Favre,"Diet, Healthy; Diet; Practice Guideline",336,,,,,0.0,fr
337,Ainsi parlait Zarathoustra /,"Nietzsche, Friedrich, 1844-1900",9782080713025; 2080713027,Flammarion,,337,Un poème philosophique qui dénonce les valeurs millénaires de la morale établie issue du christianisme.,Ethics,,,0.0,fr
338,Manuel complet du dessinateur /,"Herzog, Lisa, 1983-",9782317032899; 2317032897,Mango,,338,,,,,0.0,fr
339,Les 20 grandes questions pour comprendre les arts-thérapies : médecines complémentaires et alternatives /,,9782841869749; 2841869741,Michalon,Art Therapy; Art-thérapie,339,"« Les médecines complémentaires et alternatives (MCA) suscitent l'engouement des Français. Parmi les 400 pratiques répertoriées par l'OMS, certaines sont bénéfiques et se développent dans notre système de soins, tandis que d'autres, parfois douteuses, voire dangereuses, gravitent autour de la santé. Cette collection se veut être un levier pour alimenter un dialogue constructif à travers des regards croisés. »--Quatrième de couverture.",Art therapy,,,161.0,fr
340,L'âge d'or de la Perse : l'épopée des Safavides (1501-1722) /,"Bomati, Yves 1954-....",2262095752; 9782262095758,Perrin,Iran--1501-1736 (Séfévides); Séfévides--(dynastie); Perse--1500-1800,340,"Safavides, Sophis, Séfévides... Si les noms qui désignent cette dynastie sont nombreux, ce qu'elle accomplit en deux siècles est unique. Grâce à elle, l'Iran connaît l'âge d'or de son histoire. Dès 1501, en effet, ses neuf shahs stabilisent les frontières du pays face aux forces étrangères - ottomanes et ouzbèkes surtout -, imposent le chiisme comme religion d'État - une décision lourde de conséquences aujourd'hui encore -, mettent en place un pouvoir centralisé et, partant, font de la Perse une grande puissance. Abbas Ier le Grand (r. 1587-1629), le plus illustre d'entre eux, y met tout son talent. Réformateur, administrateur, conquérant, il est aussi visionnaire : choisissant de déplacer sa capitale à Ispahan, il ouvre enfin l'Iran aux échanges politiques, diplomatiques, commerciaux, religieux et artistiques avec l'Occident. Cependant, dès le XVIIe siècle, derrière l'image d'Épinal d'un pays en plein éveil émergent des fractures au sein même d'un pouvoir bientôt incapable de répondre aux épineuses questions des rapports entre le régalien et le religieux, mais aussi entre les militaires, les ministres et les eunuques du harem où sont élevés, dans la lascivité, les futurs souverains. Ces faiblesses sont-elles les principales responsables de la mort de la lignée sous les assauts afghans en 1722 ? S'appuyant sur de nombreux récits et témoignages iraniens et occidentaux, Yves Bomati répond à cette question cruciale et brosse avec maestria plus de deux cents ans d'une histoire tumultueuse encore trop méconnue. Parfois romanesque mais jamais romancée, toute l'épopée des Safavides est ici retracée, de ses racines soufies du XIIIe siècle jusqu'à sa chute - brutale mais prévisible - en passant par l'héritage durable qu'elle a laissé à son peuple. Une étude magistrale",Iran,,,0.0,fr
341,Pourquoi l'Empire ottoman ? : six siècles d'histoire /,"Bouquet, Olivier",2072941431; 9782072941436,Gallimard,Empire ottoman; Turquie,341,,,,,0.0,fr
342,Propaganda : comment manipuler l'opinion en démocratie /,"Bernays, Edward L. 1891-1995",9782355220012; 2355220018,Zones,Démocratie--Aspect psychologique; Propagande; Manipulation (psychologie),342,"Un document édifiant où l'on apprend que la propagande politique au XXe siècle n'est pas née dans les régimes totalitaires, mais au cœur même de la démocratie libérale américaine. Texte présenté par Normand Baillargeon, philosophe, professeur à l'université du Québec à Montréal, et auteur d'un Petit cours d'autodéfense intellectuelle paru chez Lux en 2007.",Manipulative behavior,,,140.0,fr
343,Influence & manipulation : [comprendre et maîtriser les mécanismes et les techniques de persuasion] /,"Cialdini, Robert B",2876918749; 9782876918740,First,influence sociale--manipulation (psychosociologie)--persuasion,343,"Pourquoi et comment sommes-nous amenés à faire des choses contre notre gré ? Un docteur en psychologie sociale livre le résultat de plus de quinze ans de recherches sur les mécanismes et les techniques de persuasion. Avec plus de deux cent cinquante mille exemplaires vendus dans le monde, Influence & Manipulation s'est placé au premier rang des ouvrages publiés sur le thème de la manipulation. Le célèbre psychologue Robert Cialdini y explique pourquoi certaines personnes sont douées d'un remarquable don pour la persuasion et comment il est possible de les battre sur leur propre terrain. Ce document nous dévoile les six secrets psychologiques qui se cachent derrière notre dangereuse tendance à nous laisser influencer, ainsi que les moyens employés par les spécialistes de la persuasion pour les exploiter à notre insu. Il nous apprend a nous en défendre - en tournant ces secrets a notre avantage. Grâce a ce livre indispensable, vous ne direz plus jamais "" Oui "" alors que vous pensez "" Non°"".",‬Influence (Psychology)‎,,,318.0,fr
